#data
R,THETA,PHI,abs|E|
100,30,270,2.39317
100,35,270,2.47282
100,40,270,2.5858
100,45,270,2.72313
100,50,270,2.87394
100,55,270,3.02716
100,60,270,3.17289
100,65,270,3.30327
100,70,270,3.41286
100,75,270,3.49865
100,80,270,3.55955
100,85,270,3.59572
100,90,270,3.60769
100,95,270,0
100,100,270,0
100,105,270,0
100,110,270,0
100,115,270,0
100,120,270,0
100,125,270,0
100,130,270,0
100,135,270,0
100,140,270,0
100,145,270,0
100,150,270,0
100,155,270,0
100,160,270,0
100,165,270,0
100,170,270,0
100,175,270,0
100,180,270,0
100,0,275,2.59796
100,5,275,2.51236
100,10,275,2.43758
100,15,275,2.38183
100,20,275,2.35379
100,25,275,2.36074
100,30,275,2.40665
100,35,275,2.49088
100,40,275,2.60816
100,45,275,2.74959
100,50,275,2.90418
100,55,275,3.06057
100,60,275,3.20841
100,65,275,3.33951
100,70,275,3.44843
100,75,275,3.53249
100,80,275,3.5913
100,85,275,3.62581
100,90,275,3.63714
100,95,275,0
100,100,275,0
100,105,275,0
100,110,275,0
100,115,275,0
100,120,275,0
100,125,275,0
100,130,275,0
100,135,275,0
100,140,275,0
100,145,275,0
100,150,275,0
100,155,275,0
100,160,275,0
100,165,275,0
100,170,275,0
100,175,275,0
100,180,275,0
100,0,280,2.59796
100,5,280,2.51236
100,10,280,2.44244
100,15,280,2.39627
100,20,280,2.38155
100,25,280,2.40378
100,30,280,2.46476
100,35,280,2.56195
100,40,280,2.68887
100,45,280,2.83618
100,50,280,2.99305
100,55,280,3.14858
100,60,280,3.29305
100,65,280,3.41899
100,70,280,3.52177
100,75,280,3.59965
100,80,280,3.65317
100,85,280,3.68409
100,90,280,3.69416
100,95,280,0
100,100,280,0
100,105,280,0
100,110,280,0
100,115,280,0
100,120,280,0
100,125,280,0
100,130,280,0
100,135,280,0
100,140,280,0
100,145,280,0
100,150,280,0
100,155,280,0
100,160,280,0
100,165,280,0
100,170,280,0
100,175,280,0
100,180,280,0
100,0,285,2.59796
100,5,285,2.51433
100,10,285,2.45382
100,15,285,2.42418
100,20,285,2.43148
100,25,285,2.47843
100,30,285,2.56348
100,35,285,2.68106
100,40,285,2.82272
100,45,285,2.97833
100,50,285,3.1374
100,55,285,3.29002
100,60,285,3.4279
100,65,285,3.54509
100,70,285,3.63843
100,75,285,3.70749
100,80,285,3.75388
100,85,285,3.78019
100,90,285,3.78867
100,95,285,0
100,100,285,0
100,105,285,0
100,110,285,0
100,115,285,0
100,120,285,0
100,125,285,0
100,130,285,0
100,135,285,0
100,140,285,0
100,145,285,0
100,150,285,0
100,155,285,0
100,160,285,0
100,165,285,0
100,170,285,0
100,175,285,0
100,180,285,0
100,0,290,2.59796
100,5,290,2.51817
100,10,290,2.47127
100,15,290,2.4643
100,20,290,2.50098
100,25,290,2.58033
100,30,290,2.69664
100,35,290,2.84079
100,40,290,3.00198
100,45,290,3.16921
100,50,290,3.33229
100,55,290,3.48259
100,60,290,3.61361
100,65,290,3.72136
100,70,290,3.80452
100,75,290,3.8642
100,80,290,3.90317
100,85,290,3.92476
100,90,290,3.93162
100,95,290,0
100,100,290,0
100,105,290,0
100,110,290,0
100,115,290,0
100,120,290,0
100,125,290,0
100,130,290,0
100,135,290,0
100,140,290,0
100,145,290,0
100,150,290,0
100,155,290,0
100,160,290,0
100,165,290,0
100,170,290,0
100,175,290,0
100,180,290,0
100,0,295,2.59796
100,5,295,2.52375
100,10,295,2.49412
100,15,295,2.51492
100,20,295,2.58674
100,25,295,2.70416
100,30,295,2.85701
100,35,295,3.03254
100,40,295,3.21767
100,45,295,3.40049
100,50,295,3.57108
100,55,295,3.72204
100,60,295,3.84864
100,65,295,3.94894
100,70,295,4.02356
100,75,295,4.07519
100,80,295,4.10775
100,85,295,4.12527
100,90,295,4.13073
100,95,295,0
100,100,295,0
100,105,295,0
100,110,295,0
100,115,295,0
100,120,295,0
100,125,295,0
100,130,295,0
100,135,295,0
100,140,295,0
100,145,295,0
100,150,295,0
100,155,295,0
100,160,295,0
100,165,295,0
100,170,295,0
100,175,295,0
100,180,295,0
100,0,30,2.59796
100,5,30,2.67479
100,10,30,2.87651
100,15,30,3.17673
100,20,30,3.53757
100,25,30,3.91932
100,30,30,4.28746
100,35,30,4.61683
100,40,30,4.89377
100,45,30,5.11591
100,50,30,5.28978
100,55,30,5.42681
100,60,30,5.53894
100,65,30,5.63507
100,70,30,5.71936
100,75,30,5.7914
100,80,30,5.84772
100,85,30,5.88389
100,90,30,5.89639
100,95,30,0
100,100,30,0
100,105,30,0
100,110,30,0
100,115,30,0
100,120,30,0
100,125,30,0
100,130,30,0
100,135,30,0
100,140,30,0
100,145,30,0
100,150,30,0
100,155,30,0
100,160,30,0
100,165,30,0
100,170,30,0
100,175,30,0
100,180,30,0
100,0,300,2.59796
100,5,300,2.53088
100,10,300,2.52158
100,15,300,2.57409
100,20,300,2.68506
100,25,300,2.84429
100,30,300,3.03713
100,35,300,3.24754
100,40,300,3.4604
100,45,300,3.66295
100,50,300,3.84545
100,55,300,4.00148
100,60,300,4.12787
100,65,300,4.22451
100,70,300,4.29379
100,75,300,4.33993
100,80,300,4.36793
100,85,300,4.38248
100,90,300,4.38693
100,95,300,0
100,100,300,0
100,105,300,0
100,110,300,0
100,115,300,0
100,120,300,0
100,125,300,0
100,130,300,0
100,135,300,0
100,140,300,0
100,145,300,0
100,150,300,0
100,155,300,0
100,160,300,0
100,165,300,0
100,170,300,0
100,175,300,0
100,180,300,0
100,0,305,2.59796
100,5,305,2.53935
100,10,305,2.55273
100,15,305,2.63963
100,20,305,2.79215
100,25,305,2.99511
100,30,305,3.22978
100,35,305,3.47727
100,40,305,3.72075
100,45,305,3.94671
100,50,305,4.14544
100,55,305,4.31121
100,60,305,4.44206
100,65,305,4.53933
100,70,305,4.60696
100,75,305,4.65049
100,80,305,4.67595
100,85,305,4.68873
100,90,305,4.69255
100,95,305,0
100,100,305,0
100,105,305,0
100,110,305,0
100,115,305,0
100,120,305,0
100,125,305,0
100,130,305,0
100,135,305,0
100,140,305,0
100,145,305,0
100,150,305,0
100,155,305,0
100,160,305,0
100,165,305,0
100,170,305,0
100,175,305,0
100,180,305,0
100,0,310,2.59796
100,5,310,2.54893
100,10,310,2.5866
100,15,310,2.70934
100,20,310,2.90426
100,25,310,3.15133
100,30,310,3.42822
100,35,310,3.71369
100,40,310,3.98951
100,45,310,4.24146
100,50,310,4.45976
100,55,310,4.63906
100,60,310,4.77825
100,65,310,4.8798
100,70,310,4.94885
100,75,310,4.99212
100,80,310,5.01666
100,85,310,5.0286
100,90,310,5.03209
100,95,310,0
100,100,310,0
100,105,310,0
100,110,310,0
100,115,310,0
100,120,310,0
100,125,310,0
100,130,310,0
100,135,310,0
100,140,310,0
100,145,310,0
100,150,310,0
100,155,310,0
100,160,310,0
100,165,310,0
100,170,310,0
100,175,310,0
100,180,310,0
100,0,315,2.59796
100,5,315,2.55935
100,10,315,2.62217
100,15,315,2.78105
100,20,315,3.01787
100,25,315,3.30808
100,30,315,3.62627
100,35,315,3.94926
100,40,315,4.2577
100,45,315,4.53672
100,50,315,4.77629
100,55,315,4.97127
100,60,315,5.12109
100,65,315,5.22903
100,70,315,5.30126
100,75,315,5.34558
100,80,315,5.37002
100,85,315,5.38155
100,90,315,5.38483
100,95,315,0
100,100,315,0
100,105,315,0
100,110,315,0
100,115,315,0
100,120,315,0
100,125,315,0
100,130,315,0
100,135,315,0
100,140,315,0
100,145,315,0
100,150,315,0
100,155,315,0
100,160,315,0
100,165,315,0
100,170,315,0
100,175,315,0
100,180,315,0
100,0,320,2.59796
100,5,320,2.57036
100,10,320,2.65846
100,15,320,2.8527
100,20,320,3.12974
100,25,320,3.46093
100,30,320,3.81827
100,35,320,4.17702
100,40,320,4.51682
100,45,320,4.8222
100,50,320,5.08284
100,55,320,5.29365
100,60,320,5.45441
100,65,320,5.56906
100,70,320,5.64468
100,75,320,5.69008
100,80,320,5.71437
100,85,320,5.72539
100,90,320,5.72844
100,95,320,0
100,100,320,0
100,105,320,0
100,110,320,0
100,115,320,0
100,120,320,0
100,125,320,0
100,130,320,0
100,135,320,0
100,140,320,0
100,145,320,0
100,150,320,0
100,155,320,0
100,160,320,0
100,165,320,0
100,170,320,0
100,175,320,0
100,180,320,0
100,0,325,2.59796
100,5,325,2.58169
100,10,325,2.69449
100,15,325,2.92235
100,20,325,3.23693
100,25,325,3.60593
100,30,325,3.99917
100,35,325,4.39061
100,40,325,4.75902
100,45,325,5.08834
100,50,325,5.36796
100,55,325,5.59281
100,60,325,5.76297
100,65,325,5.88301
100,70,325,5.96086
100,75,325,6.0064
100,80,325,6.02979
100,85,325,6.03984
100,90,325,6.04248
100,95,325,0
100,100,325,0
100,105,325,0
100,110,325,0
100,115,325,0
100,120,325,0
100,125,325,0
100,130,325,0
100,135,325,0
100,140,325,0
100,145,325,0
100,150,325,0
100,155,325,0
100,160,325,0
100,165,325,0
100,170,325,0
100,175,325,0
100,180,325,0
100,0,330,2.59796
100,5,330,2.59309
100,10,330,2.72936
100,15,330,2.98829
100,20,330,3.33687
100,25,330,3.73963
100,30,330,4.16455
100,35,330,4.58446
100,40,330,4.97737
100,45,330,5.32672
100,50,330,5.62168
100,55,330,5.85724
100,60,330,6.03391
100,65,330,6.1569
100,70,330,6.23505
100,75,330,6.27926
100,80,330,6.30075
100,85,330,6.30924
100,90,330,6.31129
100,95,330,0
100,100,330,0
100,105,330,0
100,110,330,0
100,115,330,0
100,120,330,0
100,125,330,0
100,130,330,0
100,135,330,0
100,140,330,0
100,145,330,0
100,150,330,0
100,155,330,0
100,160,330,0
100,165,330,0
100,170,330,0
100,175,330,0
100,180,330,0
100,0,335,2.59796
100,5,335,2.60431
100,10,335,2.76225
100,15,335,3.04899
100,20,335,3.42733
100,25,335,3.85908
100,30,335,4.31065
100,35,335,4.75389
100,40,335,5.16615
100,45,335,5.53051
100,50,335,5.83609
100,55,335,6.07815
100,60,335,6.25774
100,65,335,6.38086
100,70,335,6.45727
100,75,335,6.49882
100,80,335,6.51765
100,85,335,6.52421
100,90,335,6.52557
100,95,335,0
100,100,335,0
100,105,335,0
100,110,335,0
100,115,335,0
100,120,335,0
100,125,335,0
100,130,335,0
100,135,335,0
100,140,335,0
100,145,335,0
100,150,335,0
100,155,335,0
100,160,335,0
100,165,335,0
100,170,335,0
100,175,335,0
100,180,335,0
100,0,340,2.59796
100,5,340,2.61513
100,10,340,2.79246
100,15,340,3.10317
100,20,340,3.50646
100,25,340,3.96187
100,30,340,4.43443
100,35,340,4.89518
100,40,340,5.32096
100,45,340,5.6947
100,50,340,6.00572
100,55,340,6.24981
100,60,340,6.4288
100,65,340,6.54958
100,70,340,6.62279
100,75,340,6.66106
100,80,340,6.67714
100,85,340,6.68189
100,90,340,6.68261
100,95,340,0
100,100,340,0
100,105,340,0
100,110,340,0
100,115,340,0
100,120,340,0
100,125,340,0
100,130,340,0
100,135,340,0
100,140,340,0
100,145,340,0
100,150,340,0
100,155,340,0
100,160,340,0
100,165,340,0
100,170,340,0
100,175,340,0
100,180,340,0
100,0,345,2.59796
100,5,345,2.62536
100,10,345,2.81936
100,15,345,3.14977
100,20,345,3.57281
100,25,345,4.04612
100,30,345,4.53362
100,35,345,5.00565
100,40,345,5.43881
100,45,345,5.81616
100,50,345,6.12754
100,55,345,6.36958
100,60,345,6.54511
100,65,345,6.66198
100,70,345,6.73158
100,75,345,6.76701
100,80,345,6.78115
100,85,345,6.78481
100,90,345,6.78519
100,95,345,0
100,100,345,0
100,105,345,0
100,110,345,0
100,115,345,0
100,120,345,0
100,125,345,0
100,130,345,0
100,135,345,0
100,140,345,0
100,145,345,0
100,150,345,0
100,155,345,0
100,160,345,0
100,165,345,0
100,170,345,0
100,175,345,0
100,180,345,0
100,0,35,2.59796
100,5,35,2.67573
100,10,35,2.86509
100,15,35,3.14318
100,20,35,3.47606
100,25,35,3.8268
100,30,35,4.16248
100,35,35,4.459
100,40,35,4.70371
100,45,35,4.89534
100,50,35,5.0416
100,55,35,5.15497
100,60,35,5.2481
100,65,35,5.33012
100,70,35,5.40486
100,75,35,5.47113
100,80,35,5.52443
100,85,35,5.55928
100,90,35,5.57143
100,95,35,0
100,100,35,0
100,105,35,0
100,110,35,0
100,115,35,0
100,120,35,0
100,125,35,0
100,130,35,0
100,135,35,0
100,140,35,0
100,145,35,0
100,150,35,0
100,155,35,0
100,160,35,0
100,165,35,0
100,170,35,0
100,175,35,0
100,180,35,0
100,0,350,2.59796
100,5,350,2.63482
100,10,350,2.84249
100,15,350,3.188
100,20,350,3.62529
100,25,350,4.11051
100,30,350,4.60666
100,35,350,5.08366
100,40,350,5.5181
100,45,350,5.89353
100,50,350,6.20072
100,55,350,6.43745
100,60,350,6.6077
100,65,350,6.72029
100,70,350,6.7871
100,75,350,6.82122
100,80,350,6.83511
100,85,350,6.83898
100,90,350,6.8395
100,95,350,0
100,100,350,0
100,105,350,0
100,110,350,0
100,115,350,0
100,120,350,0
100,125,350,0
100,130,350,0
100,135,350,0
100,140,350,0
100,145,350,0
100,150,350,0
100,155,350,0
100,160,350,0
100,165,350,0
100,170,350,0
100,175,350,0
100,180,350,0
100,0,355,2.59796
100,5,355,2.64339
100,10,355,2.86149
100,15,355,3.2173
100,20,355,3.66319
100,25,355,4.15423
100,30,355,4.65277
100,35,355,5.12851
100,40,355,5.55842
100,45,355,5.92695
100,50,355,6.22618
100,55,355,6.45532
100,60,355,6.61964
100,65,355,6.72872
100,70,355,6.79459
100,75,355,6.82978
100,80,355,6.84572
100,85,355,6.85143
100,90,355,6.85268
100,95,355,0
100,100,355,0
100,105,355,0
100,110,355,0
100,115,355,0
100,120,355,0
100,125,355,0
100,130,355,0
100,135,355,0
100,140,355,0
100,145,355,0
100,150,355,0
100,155,355,0
100,160,355,0
100,165,355,0
100,170,355,0
100,175,355,0
100,180,355,0
100,0,360,2.59796
100,5,360,2.65097
100,10,360,2.87613
100,15,360,3.23736
100,20,360,3.68619
100,25,360,4.17704
100,30,360,4.67184
100,35,360,5.14039
100,40,360,5.56042
100,45,360,5.9177
100,50,360,6.20599
100,55,360,6.42618
100,60,360,6.58479
100,65,360,6.69194
100,70,360,6.75931
100,75,360,6.79831
100,80,360,6.81873
100,85,360,6.82796
100,90,360,6.83053
100,95,360,0
100,100,360,0
100,105,360,0
100,110,360,0
100,115,360,0
100,120,360,0
100,125,360,0
100,130,360,0
100,135,360,0
100,140,360,0
100,145,360,0
100,150,360,0
100,155,360,0
100,160,360,0
100,165,360,0
100,170,360,0
100,175,360,0
100,180,360,0
100,0,40,2.59796
100,5,40,2.67613
100,10,40,2.85186
100,15,40,3.10597
100,20,40,3.40885
100,25,40,3.72685
100,30,40,4.02902
100,35,40,4.29239
100,40,40,4.50496
100,45,40,4.66602
100,50,40,4.78379
100,55,40,4.87131
100,60,40,4.9418
100,65,40,5.00485
100,70,40,5.06459
100,75,40,5.1198
100,80,40,5.16567
100,85,40,5.19633
100,90,40,5.20713
100,95,40,0
100,100,40,0
100,105,40,0
100,110,40,0
100,115,40,0
100,120,40,0
100,125,40,0
100,130,40,0
100,135,40,0
100,140,40,0
100,145,40,0
100,150,40,0
100,155,40,0
100,160,40,0
100,165,40,0
100,170,40,0
100,175,40,0
100,180,40,0
100,0,45,2.59796
100,5,45,2.67614
100,10,45,2.83753
100,15,45,3.06656
100,20,45,3.33821
100,25,45,3.62259
100,30,45,3.89116
100,35,45,4.12218
100,40,45,4.30411
100,45,45,4.43624
100,50,45,4.52664
100,55,45,4.5883
100,60,45,4.63465
100,65,45,4.67585
100,70,45,4.71673
100,75,45,4.75676
100,80,45,4.79162
100,85,45,4.81562
100,90,45,4.8242
100,95,45,0
100,100,45,0
100,105,45,0
100,110,45,0
100,115,45,0
100,120,45,0
100,125,45,0
100,130,45,0
100,135,45,0
100,140,45,0
100,145,45,0
100,150,45,0
100,155,45,0
100,160,45,0
100,165,45,0
100,170,45,0
100,175,45,0
100,180,45,0
100,0,5,2.59796
100,5,5,2.65749
100,10,5,2.88634
100,15,5,3.24812
100,20,5,3.69433
100,25,5,4.17916
100,30,5,4.6644
100,35,5,5.12027
100,40,5,5.52557
100,45,5,5.86783
100,50,5,6.14281
100,55,5,6.35323
100,60,5,6.50677
100,65,5,6.61376
100,70,5,6.68503
100,75,5,6.73032
100,80,5,6.75734
100,85,5,6.77148
100,90,5,6.77586
100,95,5,0
100,100,5,0
100,105,5,0
100,110,5,0
100,115,5,0
100,120,5,0
100,125,5,0
100,130,5,0
100,135,5,0
100,140,5,0
100,145,5,0
100,150,5,0
100,155,5,0
100,160,5,0
100,165,5,0
100,170,5,0
100,175,5,0
100,180,5,0
100,0,50,2.59796
100,5,50,2.67595
100,10,50,2.82282
100,15,50,3.02648
100,20,50,3.26656
100,25,50,3.51733
100,30,50,3.75312
100,35,50,3.95369
100,40,50,4.1079
100,45,50,4.21464
100,50,50,4.28124
100,55,50,4.31997
100,60,50,4.34396
100,65,50,4.36368
100,70,50,4.38484
100,75,50,4.40804
100,80,50,4.43006
100,85,50,4.44604
100,90,50,4.45189
100,95,50,0
100,100,50,0
100,105,50,0
100,110,50,0
100,115,50,0
100,120,50,0
100,125,50,0
100,130,50,0
100,135,50,0
100,140,50,0
100,145,50,0
100,150,50,0
100,155,50,0
100,160,50,0
100,165,50,0
100,170,50,0
100,175,50,0
100,180,50,0
100,0,55,2.59796
100,5,55,2.67572
100,10,55,2.80848
100,15,55,2.98732
100,20,55,3.1964
100,25,55,3.41445
100,30,55,3.61914
100,35,55,3.79211
100,40,55,3.92275
100,45,55,4.00939
100,50,55,4.05816
100,55,55,4.08001
100,60,55,4.08714
100,65,55,4.08982
100,70,55,4.09438
100,75,55,4.10261
100,80,55,4.11267
100,85,55,4.12092
100,90,55,4.12411
100,95,55,0
100,100,55,0
100,105,55,0
100,110,55,0
100,115,55,0
100,120,55,0
100,125,55,0
100,130,55,0
100,135,55,0
100,140,55,0
100,145,55,0
100,150,55,0
100,155,55,0
100,160,55,0
100,165,55,0
100,170,55,0
100,175,55,0
100,180,55,0
100,0,60,2.59796
100,5,60,2.67561
100,10,60,2.79524
100,15,60,2.95065
100,20,60,3.13026
100,25,60,3.31736
100,30,60,3.49336
100,35,60,3.64227
100,40,60,3.75427
100,45,60,3.82722
100,50,60,3.86583
100,55,60,3.87929
100,60,60,3.87824
100,65,60,3.87208
100,70,60,3.86711
100,75,60,3.86593
100,80,60,3.86792
100,85,60,3.87072
100,90,60,3.87197
100,95,60,0
100,100,60,0
100,105,60,0
100,110,60,0
100,115,60,0
100,120,60,0
100,125,60,0
100,130,60,0
100,135,60,0
100,140,60,0
100,145,60,0
100,150,60,0
100,155,60,0
100,160,60,0
100,165,60,0
100,170,60,0
100,175,60,0
100,180,60,0
100,0,65,2.59796
100,5,65,2.67578
100,10,65,2.78377
100,15,65,2.91798
100,20,65,3.0706
100,25,65,3.22937
100,30,65,3.37971
100,35,65,3.50841
100,40,65,3.60687
100,45,65,3.67268
100,50,65,3.70918
100,55,65,3.72354
100,60,65,3.72437
100,65,65,3.71949
100,70,65,3.71446
100,75,65,3.7119
100,80,65,3.7119
100,85,65,3.713
100,90,65,3.7136
100,95,65,0
100,100,65,0
100,105,65,0
100,110,65,0
100,115,65,0
100,120,65,0
100,125,65,0
100,130,65,0
100,135,65,0
100,140,65,0
100,145,65,0
100,150,65,0
100,155,65,0
100,160,65,0
100,165,65,0
100,170,65,0
100,175,65,0
100,180,65,0
100,0,70,2.59796
100,5,70,2.67635
100,10,70,2.77468
100,15,70,2.8907
100,20,70,3.01974
100,25,70,3.15362
100,30,70,3.28178
100,35,70,3.39407
100,40,70,3.48351
100,45,70,3.54775
100,50,70,3.58889
100,55,70,3.61208
100,60,70,3.62361
100,65,70,3.62927
100,70,70,3.63314
100,75,70,3.63719
100,80,70,3.64145
100,85,70,3.64484
100,90,70,3.64614
100,95,70,0
100,100,70,0
100,105,70,0
100,110,70,0
100,115,70,0
100,120,70,0
100,125,70,0
100,130,70,0
100,135,70,0
100,140,70,0
100,145,70,0
100,150,70,0
100,155,70,0
100,160,70,0
100,165,70,0
100,170,70,0
100,175,70,0
100,180,70,0
100,0,75,2.59796
100,5,75,2.67743
100,10,75,2.76849
100,15,75,2.87001
100,20,75,2.97972
100,25,75,3.0929
100,30,75,3.20271
100,35,75,3.30209
100,40,75,3.38588
100,45,75,3.4521
100,50,75,3.50188
100,55,75,3.5385
100,60,75,3.56596
100,65,75,3.58778
100,70,75,3.60627
100,75,75,3.62216
100,80,75,3.63494
100,85,75,3.64338
100,90,75,3.64635
100,95,75,0
100,100,75,0
100,105,75,0
100,110,75,0
100,115,75,0
100,120,75,0
100,125,75,0
100,130,75,0
100,135,75,0
100,140,75,0
100,145,75,0
100,150,75,0
100,155,75,0
100,160,75,0
100,165,75,0
100,170,75,0
100,175,75,0
100,180,75,0
100,0,80,2.59796
100,5,80,2.67911
100,10,80,2.7656
100,15,80,2.85686
100,20,80,2.95223
100,25,80,3.04958
100,30,80,3.14513
100,35,80,3.23461
100,40,80,3.3147
100,45,80,3.38396
100,50,80,3.4429
100,55,80,3.49325
100,60,80,3.53701
100,65,80,3.57566
100,70,80,3.60971
100,75,80,3.6386
100,80,80,3.66099
100,85,80,3.67529
100,90,80,3.68022
100,95,80,0
100,100,80,0
100,105,80,0
100,110,80,0
100,115,80,0
100,120,80,0
100,125,80,0
100,130,80,0
100,135,80,0
100,140,80,0
100,145,80,0
100,150,80,0
100,155,80,0
100,160,80,0
100,165,80,0
100,170,80,0
100,175,80,0
100,180,80,0
100,0,85,2.59796
100,5,85,2.68143
100,10,85,2.76626
100,15,85,2.85191
100,20,85,2.93848
100,25,85,3.02538
100,30,85,3.11102
100,35,85,3.19325
100,40,85,3.2703
100,45,85,3.34137
100,50,85,3.40669
100,55,85,3.46699
100,60,85,3.52287
100,65,85,3.57428
100,70,85,3.62036
100,75,85,3.65946
100,80,85,3.68954
100,85,85,3.70857
100,90,85,3.71509
100,95,85,0
100,100,85,0
100,105,85,0
100,110,85,0
100,115,85,0
100,120,85,0
100,125,85,0
100,130,85,0
100,135,85,0
100,140,85,0
100,145,85,0
100,150,85,0
100,155,85,0
100,160,85,0
100,165,85,0
100,170,85,0
100,175,85,0
100,180,85,0
100,0,90,2.59796
100,5,90,2.68442
100,10,90,2.77061
100,15,90,2.8555
100,20,90,2.93909
100,25,90,3.02133
100,30,90,3.10164
100,35,90,3.17914
100,40,90,3.25309
100,45,90,3.32331
100,50,90,3.39009
100,55,90,3.4538
100,60,90,3.51442
100,65,90,3.5712
100,70,90,3.62257
100,75,90,3.66631
100,80,90,3.69994
100,85,90,3.72119
100,90,90,3.72847
100,95,90,0
100,100,90,0
100,105,90,0
100,110,90,0
100,115,90,0
100,120,90,0
100,125,90,0
100,130,90,0
100,135,90,0
100,140,90,0
100,145,90,0
100,150,90,0
100,155,90,0
100,160,90,0
100,165,90,0
100,170,90,0
100,175,90,0
100,180,90,0
100,0,95,2.59796
100,5,95,2.68805
100,10,95,2.77861
100,15,95,2.86759
100,20,95,2.95411
100,25,95,3.03759
100,30,95,3.1174
100,35,95,3.19291
100,40,95,3.26384
100,45,95,3.33042
100,50,95,3.39328
100,55,95,3.45306
100,60,95,3.50995
100,65,95,3.56338
100,70,95,3.61191
100,75,95,3.65339
100,80,95,3.68539
100,85,95,3.70565
100,90,95,3.7126
100,95,95,0
100,100,95,0
100,105,95,0
100,110,95,0
100,115,95,0
100,120,95,0
100,125,95,0
100,130,95,0
100,135,95,0
100,140,95,0
100,145,95,0
100,150,95,0
100,155,95,0
100,160,95,0
100,165,95,0
100,170,95,0
100,175,95,0
100,180,95,0
